"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 26, 2017","7,472.39","7,449.71","7,522.20","7,444.42","-","0.34%"
"Sep 25, 2017","7,447.17","7,401.96","7,453.91","7,385.75","-","0.56%"
"Sep 22, 2017","7,406.03","7,398.35","7,442.78","7,379.01","-","0.08%"
"Sep 21, 2017","7,400.04","7,388.06","7,455.38","7,320.77","-","0.21%"
"Sep 20, 2017","7,384.77","7,374.71","7,384.77","7,308.68","-","0.07%"
"Sep 19, 2017","7,379.85","7,433.23","7,455.46","7,371.33","-","-0.81%"
"Sep 18, 2017","7,440.48","7,457.63","7,472.58","7,404.48","-","0.21%"
"Sep 15, 2017","7,425.03","7,422.76","7,496.43","7,405.88","-","0.36%"
"Sep 14, 2017","7,398.22","7,452.74","7,464.25","7,385.09","-","-0.61%"
"Sep 13, 2017","7,443.46","7,477.89","7,522.28","7,443.46","-","-0.48%"
"Sep 12, 2017","7,479.15","7,438.18","7,495.60","7,428.88","-","0.63%"
"Sep 11, 2017","7,432.28","7,409.15","7,473.36","7,390.27","-","0.75%"
"Sep 08, 2017","7,376.81","7,351.84","7,406.92","7,346.05","-","0.32%"
"Sep 07, 2017","7,353.01","7,364.67","7,389.35","7,337.69","-","0.18%"
"Sep 06, 2017","7,340.15","7,298.75","7,351.49","7,256.99","-","0.46%"
"Sep 05, 2017","7,306.49","7,246.59","7,329.28","7,241.63","-","1.13%"
"Sep 04, 2017","7,225.00","7,192.22","7,233.99","7,152.00","-","0.33%"
"Sep 01, 2017","7,201.41","7,217.71","7,298.34","7,174.90","-","-0.30%"
"Aug 31, 2017","7,222.91","7,183.52","7,271.60","7,136.96","-","0.61%"
"Aug 30, 2017","7,179.35","7,065.53","7,184.42","7,057.67","-","2.12%"
"Aug 29, 2017","7,030.49","7,042.54","7,061.44","6,996.61","-","-0.58%"
"Aug 28, 2017","7,071.83","7,087.67","7,092.49","7,043.02","-","-0.16%"
"Aug 25, 2017","7,083.37","7,126.05","7,149.25","7,069.57","-","-0.36%"
"Aug 24, 2017","7,109.06","7,025.13","7,114.16","7,019.83","-","1.27%"
"Aug 23, 2017","7,020.08","6,973.22","7,037.17","6,960.77","-","0.79%"
"Aug 22, 2017","6,964.86","6,992.68","7,014.04","6,943.02","-","-0.07%"
"Aug 21, 2017","6,969.61","7,009.51","7,019.21","6,963.21","-","-0.06%"
"Aug 18, 2017","6,974.13","7,040.27","7,058.05","6,953.40","-","-1.27%"
"Aug 17, 2017","7,063.76","7,097.27","7,122.73","7,063.24","-","-0.69%"
"Aug 16, 2017","7,113.07","7,156.34","7,191.84","7,106.69","-","-0.47%"
"Aug 15, 2017","7,146.44","7,120.93","7,155.46","7,088.31","-","0.29%"
"Aug 14, 2017","7,126.04","7,076.45","7,151.23","7,058.59","-","1.00%"
"Aug 11, 2017","7,055.36","7,052.97","7,072.32","6,980.27","-","-0.28%"
"Aug 10, 2017","7,075.44","7,170.09","7,171.71","7,069.44","-","-1.25%"
"Aug 09, 2017","7,165.14","7,158.54","7,190.42","7,104.03","-","-0.36%"
"Aug 08, 2017","7,190.68","7,113.04","7,191.54","7,095.39","-","1.21%"
"Aug 07, 2017","7,104.92","7,046.18","7,108.19","7,041.20","-","1.14%"
"Aug 04, 2017","7,024.51","7,053.23","7,065.31","7,018.67","-","-0.76%"
"Aug 03, 2017","7,078.26","7,091.64","7,111.44","7,066.51","-","-0.13%"
"Aug 02, 2017","7,087.33","6,976.84","7,093.96","6,976.84","-","1.76%"
"Aug 01, 2017","6,964.86","6,920.46","6,992.74","6,905.77","-","1.00%"
"Jul 31, 2017","6,896.09","6,934.94","6,961.20","6,833.88","-","-0.43%"
"Jul 28, 2017","6,925.93","7,004.31","7,004.31","6,885.74","-","-1.38%"
"Jul 27, 2017","7,022.96","7,003.59","7,023.99","6,984.47","-","0.74%"
"Jul 26, 2017","6,971.55","6,974.29","7,005.96","6,945.97","-","0.20%"
"Jul 25, 2017","6,957.46","6,997.01","7,006.32","6,948.22","-","-0.42%"
"Jul 24, 2017","6,986.71","7,003.01","7,015.45","6,952.12","-","-0.23%"
"Jul 21, 2017","7,002.63","7,085.67","7,088.67","6,982.83","-","-1.19%"
"Jul 20, 2017","7,086.88","7,110.61","7,135.62","7,073.64","-","-0.38%"
"Jul 19, 2017","7,113.58","6,994.80","7,113.58","6,987.62","-","1.37%"
"Jul 18, 2017","7,017.54","7,061.73","7,071.06","6,983.66","-","-0.62%"
"Jul 17, 2017","7,061.57","7,082.11","7,109.37","7,015.90","-","0.02%"
"Jul 14, 2017","7,060.01","7,105.70","7,124.10","7,046.37","-","-0.51%"
"Jul 13, 2017","7,096.40","7,138.47","7,149.45","7,073.97","-","-0.37%"
"Jul 12, 2017","7,122.64","7,018.42","7,122.64","7,018.42","-","1.18%"
"Jul 11, 2017","7,039.23","7,040.21","7,055.96","6,992.76","-","0.22%"
"Jul 10, 2017","7,023.82","6,932.72","7,026.91","6,934.76","-","1.44%"
"Jul 07, 2017","6,924.38","6,887.58","6,939.13","6,880.70","-","0.06%"
"Jul 06, 2017","6,920.05","6,925.23","6,940.35","6,884.55","-","0.29%"
"Jul 05, 2017","6,899.75","6,882.80","6,918.08","6,852.86","-","0.23%"
"Jul 04, 2017","6,883.76","6,838.67","6,898.45","6,826.19","-","0.68%"
"Jul 03, 2017","6,836.99","6,805.72","6,850.02","6,791.91","-","0.93%"
"Jun 30, 2017","6,773.73","6,771.81","6,810.14","6,761.08","-","-0.01%"
"Jun 29, 2017","6,774.44","6,844.78","6,873.67","6,765.11","-","-0.82%"
"Jun 28, 2017","6,830.52","6,758.29","6,842.87","6,749.13","-","0.41%"
"Jun 27, 2017","6,802.75","6,727.35","6,815.90","6,708.09","-","-0.33%"
"Jun 26, 2017","6,825.46","6,881.68","6,911.81","6,818.90","-","-0.82%"
"Jun 23, 2017","6,882.15","6,823.90","6,891.35","6,801.14","-","0.78%"
"Jun 22, 2017","6,828.60","6,686.42","6,847.45","6,679.24","-","1.59%"
"Jun 21, 2017","6,721.87","6,780.46","6,797.96","6,712.90","-","-1.04%"
"Jun 20, 2017","6,792.83","6,817.50","6,929.25","6,750.81","-","-0.11%"
"Jun 19, 2017","6,800.54","6,705.69","6,820.78","6,683.17","-","1.75%"
"Jun 16, 2017","6,683.75","6,655.29","6,711.93","6,631.62","-","0.78%"
"Jun 15, 2017","6,632.08","6,761.44","6,761.44","6,506.09","-","-2.39%"
"Jun 14, 2017","6,794.36","6,838.89","6,845.59","6,785.39","-","-0.80%"
"Jun 13, 2017","6,848.91","6,861.46","6,885.05","6,817.05","-","-0.99%"
"Jun 09, 2017","6,917.60","6,858.15","6,919.65","6,851.79","-","0.68%"
"Jun 08, 2017","6,871.11","6,889.83","6,921.72","6,781.89","-","-0.05%"
"Jun 07, 2017","6,874.85","6,893.78","6,955.14","6,874.85","-","0.03%"
"Jun 06, 2017","6,873.00","6,974.75","7,012.42","6,873.00","-","-1.75%"
"Jun 05, 2017","6,995.56","6,997.20","7,066.18","6,978.89","-","0.30%"
"Jun 02, 2017","6,974.87","6,816.42","6,974.87","6,784.36","-","2.03%"
"Jun 01, 2017","6,835.91","6,935.85","6,959.48","6,805.31","-","-1.17%"
"May 31, 2017","6,916.81","6,980.14","6,994.77","6,888.93","-","-0.79%"
"May 30, 2017","6,971.86","6,962.87","7,007.87","6,942.73","-","-0.23%"
"May 29, 2017","6,987.84","6,938.62","7,005.70","6,919.60","-","0.81%"
"May 26, 2017","6,931.94","7,000.13","7,005.60","6,915.50","-","-1.21%"
"May 25, 2017","7,016.79","7,105.16","7,111.41","7,009.40","-","-0.99%"
"May 24, 2017","7,086.80","7,116.05","7,192.95","7,038.52","-","-1.43%"
"May 23, 2017","7,189.50","7,108.48","7,200.33","7,093.33","-","1.07%"
"May 22, 2017","7,113.07","7,185.11","7,188.67","7,096.27","-","-0.72%"
"May 19, 2017","7,165.00","7,193.62","7,244.32","7,138.59","-","0.18%"
"May 18, 2017","7,152.34","7,216.91","7,229.34","7,119.61","-","-1.30%"
"May 17, 2017","7,246.47","7,219.26","7,289.18","7,196.74","-","0.13%"
"May 16, 2017","7,237.33","7,303.53","7,351.44","7,237.33","-","-0.90%"
"May 15, 2017","7,303.10","7,266.04","7,311.07","7,250.24","-","-0.54%"
"May 12, 2017","7,342.92","7,396.72","7,402.61","7,311.96","-","-0.78%"
"May 11, 2017","7,400.43","7,572.85","7,580.82","7,398.63","-","-2.27%"
"May 10, 2017","7,572.23","7,488.67","7,584.36","7,467.57","-","2.38%"
"May 05, 2017","7,396.33","7,320.64","7,404.13","7,320.64","-","-0.18%"
"May 04, 2017","7,409.63","7,457.11","7,552.73","7,397.25","-","-0.46%"
"May 03, 2017","7,443.90","7,755.84","7,755.84","7,431.78","-","-5.76%"
"May 02, 2017","7,899.09","7,794.57","7,934.86","7,788.06","-","1.63%"
"Apr 28, 2017","7,772.40","7,817.03","7,845.69","7,772.40","-","-0.27%"
"Apr 27, 2017","7,793.46","7,832.43","7,845.50","7,776.41","-","-0.95%"
"Apr 26, 2017","7,868.29","7,785.58","7,875.13","7,730.85","-","1.54%"
"Apr 25, 2017","7,748.70","7,652.42","7,781.06","7,617.04","-","1.16%"
"Apr 24, 2017","7,660.12","7,614.72","7,680.53","7,606.08","-","1.37%"
"Apr 21, 2017","7,556.68","7,507.62","7,599.08","7,492.71","-","0.77%"
"Apr 20, 2017","7,499.09","7,346.35","7,502.69","7,312.05","-","1.67%"
"Apr 19, 2017","7,375.67","7,344.77","7,396.32","7,322.94","-","0.17%"
"Apr 18, 2017","7,362.90","7,428.91","7,436.18","7,316.86","-","-0.78%"
"Apr 17, 2017","7,420.63","7,271.93","7,424.55","7,236.01","-","2.10%"
"Apr 14, 2017","7,268.20","7,324.69","7,343.02","7,239.26","-","-1.17%"
"Apr 13, 2017","7,354.01","7,377.97","7,387.99","7,235.99","-","0.24%"
"Apr 12, 2017","7,336.12","7,510.92","7,530.05","7,315.67","-","-2.05%"
"Apr 11, 2017","7,489.51","7,456.27","7,543.62","7,449.05","-","0.33%"
"Apr 10, 2017","7,464.81","7,640.69","7,640.69","7,422.29","-","-2.87%"
"Apr 07, 2017","7,685.23","7,818.35","7,818.46","7,663.26","-","-2.24%"
"Apr 06, 2017","7,861.11","7,881.07","7,882.59","7,832.67","-","-0.53%"
"Apr 05, 2017","7,902.78","7,831.62","7,926.11","7,811.91","-","1.00%"
"Apr 04, 2017","7,824.84","7,794.33","7,827.27","7,752.43","-","0.26%"
"Apr 03, 2017","7,804.31","7,669.11","7,804.31","7,669.11","-","1.71%"
"Mar 31, 2017","7,672.80","7,794.73","7,804.57","7,672.80","-","-1.61%"
"Mar 30, 2017","7,798.73","7,791.59","7,808.84","7,739.09","-","0.38%"
"Mar 29, 2017","7,769.25","7,797.17","7,825.79","7,748.41","-","-0.10%"
"Mar 28, 2017","7,776.97","7,704.87","7,777.14","7,675.74","-","1.22%"
"Mar 27, 2017","7,683.55","7,724.70","7,726.75","7,629.02","-","-1.33%"
"Mar 24, 2017","7,786.78","7,733.64","7,798.60","7,712.53","-","0.65%"
"Mar 23, 2017","7,736.85","7,772.99","7,797.54","7,678.60","-","-0.10%"
"Mar 22, 2017","7,744.78","7,719.09","7,744.78","7,619.43","-","-0.32%"
"Mar 21, 2017","7,769.54","7,820.92","7,886.68","7,733.79","-","-0.60%"
"Mar 20, 2017","7,816.25","7,761.70","7,824.74","7,728.16","-","1.01%"
"Mar 17, 2017","7,737.93","7,650.09","7,766.68","7,636.12","-","1.21%"
"Mar 16, 2017","7,645.24","7,603.28","7,663.40","7,563.68","-","1.75%"
"Mar 15, 2017","7,513.43","7,647.51","7,681.01","7,507.04","-","-1.36%"
"Mar 14, 2017","7,617.18","7,637.42","7,673.42","7,580.29","-","-0.07%"
"Mar 13, 2017","7,622.77","7,539.46","7,642.42","7,496.91","-","1.20%"
"Mar 10, 2017","7,532.28","7,549.66","7,603.10","7,503.00","-","0.11%"
"Mar 09, 2017","7,523.75","7,660.54","7,716.30","7,509.11","-","-3.00%"
"Mar 07, 2017","7,756.20","7,725.12","7,756.20","7,638.62","-","0.26%"
"Mar 06, 2017","7,736.39","7,794.63","7,850.60","7,718.01","-","-0.79%"
"Mar 03, 2017","7,797.82","7,869.92","7,874.00","7,757.37","-","-1.43%"
"Mar 02, 2017","7,910.78","8,021.98","8,065.13","7,878.83","-","-1.26%"
"Mar 01, 2017","8,011.63","7,830.68","8,011.63","7,820.71","-","2.24%"
"Feb 28, 2017","7,835.93","7,879.06","7,879.06","7,707.81","-","-0.47%"
"Feb 27, 2017","7,873.11","8,019.64","8,023.57","7,849.14","-","-1.64%"
"Feb 24, 2017","8,004.10","8,049.25","8,080.58","7,995.38","-","-0.74%"
"Feb 22, 2017","8,063.56","8,073.07","8,078.25","7,985.30","-","-0.15%"
"Feb 21, 2017","8,075.71","8,057.90","8,113.73","8,016.66","-","0.18%"
"Feb 20, 2017","8,061.59","8,101.62","8,101.62","8,039.05","-","-0.04%"
"Feb 17, 2017","8,064.54","8,114.04","8,120.69","8,039.32","-","-0.47%"
"Feb 16, 2017","8,102.93","8,101.65","8,117.90","8,033.97","-","0.13%"
"Feb 15, 2017","8,092.55","8,087.10","8,174.36","7,999.32","-","-0.25%"
"Feb 14, 2017","8,112.58","8,191.53","8,197.17","8,068.25","-","-0.98%"
"Feb 13, 2017","8,192.80","8,247.27","8,290.99","8,157.98","-","-0.51%"
"Feb 10, 2017","8,234.71","8,335.97","8,362.72","8,205.78","-","-1.02%"
"Feb 09, 2017","8,319.34","8,373.25","8,381.61","8,253.01","-","-0.34%"
"Feb 08, 2017","8,347.59","8,401.94","8,417.10","8,335.42","-","-0.83%"
"Feb 07, 2017","8,417.44","8,376.18","8,432.27","8,335.50","-","0.41%"
"Feb 06, 2017","8,383.33","8,478.10","8,509.42","8,371.35","-","-1.08%"
"Feb 03, 2017","8,474.86","8,400.15","8,474.86","8,367.34","-","0.91%"
"Feb 02, 2017","8,398.29","8,441.66","8,471.81","8,355.34","-","-0.63%"
"Feb 01, 2017","8,451.67","8,410.12","8,451.67","8,384.40","-","0.63%"
"Jan 31, 2017","8,398.81","8,500.92","8,538.35","8,398.81","-","-1.23%"
"Jan 30, 2017","8,503.14","8,603.77","8,637.48","8,500.94","-","-1.45%"
"Jan 27, 2017","8,627.87","8,512.57","8,627.87","8,494.90","-","1.29%"
"Jan 26, 2017","8,518.20","8,392.47","8,523.17","8,377.36","-","1.79%"
"Jan 25, 2017","8,368.71","8,368.45","8,407.01","8,362.92","-","-0.12%"
"Jan 24, 2017","8,378.66","8,329.94","8,391.80","8,327.61","-","0.84%"
"Jan 23, 2017","8,308.81","8,321.39","8,334.31","8,272.69","-","-0.32%"
"Jan 20, 2017","8,335.84","8,337.38","8,357.11","8,295.04","-","-0.07%"
"Jan 19, 2017","8,341.68","8,290.80","8,354.68","8,256.48","-","0.85%"
"Jan 18, 2017","8,271.08","8,275.16","8,328.39","8,229.20","-","-0.01%"
"Jan 17, 2017","8,271.63","8,348.85","8,372.19","8,250.67","-","-0.66%"
"Jan 16, 2017","8,326.59","8,359.25","8,396.08","8,307.57","-","-0.42%"
"Jan 13, 2017","8,361.51","8,408.40","8,431.44","8,303.33","-","-0.47%"
"Jan 12, 2017","8,400.74","8,396.68","8,424.98","8,315.47","-","0.36%"
"Jan 11, 2017","8,370.53","8,324.55","8,435.51","8,309.39","-","0.29%"
"Jan 10, 2017","8,346.02","8,267.42","8,356.66","8,257.10","-","1.14%"
"Jan 09, 2017","8,252.08","8,298.19","8,333.43","8,233.24","-","-0.09%"
"Jan 06, 2017","8,259.89","8,315.50","8,329.56","8,211.41","-","-0.59%"
"Jan 05, 2017","8,308.56","8,459.29","8,474.57","8,278.74","-","-1.67%"
"Jan 04, 2017","8,449.26","8,435.13","8,473.04","8,402.08","-","-0.19%"
"Jan 03, 2017","8,465.29","8,338.97","8,542.45","8,371.74","-","1.41%"
"Dec 30, 2016","8,347.87","8,267.55","8,358.07","8,252.26","-","1.04%"
"Dec 29, 2016","8,261.89","8,146.02","8,274.22","8,111.74","-","1.33%"
"Dec 28, 2016","8,153.33","8,149.24","8,198.66","8,131.25","-","0.17%"
"Dec 27, 2016","8,139.34","8,088.29","8,145.33","8,079.73","-","0.75%"
"Dec 26, 2016","8,078.52","8,085.93","8,117.08","8,067.69","-","0.08%"
"Dec 23, 2016","8,071.73","8,047.65","8,102.09","8,012.93","-","0.19%"
"Dec 22, 2016","8,056.35","8,142.52","8,166.28","8,056.35","-","-1.51%"
"Dec 21, 2016","8,180.00","8,264.55","8,327.62","8,167.13","-","-1.03%"
"Dec 20, 2016","8,265.24","8,241.15","8,285.97","8,209.45","-","0.08%"
"Dec 19, 2016","8,258.30","8,269.56","8,311.05","8,233.89","-","0.09%"
"Dec 16, 2016","8,250.64","8,313.89","8,363.11","8,247.72","-","-0.28%"
"Dec 15, 2016","8,274.05","8,169.06","8,284.40","8,125.24","-","0.79%"
"Dec 14, 2016","8,209.11","8,366.80","8,394.76","8,191.80","-","-1.87%"
"Dec 13, 2016","8,365.76","8,289.93","8,390.47","8,227.82","-","0.92%"
"Dec 12, 2016","8,289.34","8,308.28","8,366.08","8,257.45","-","0.75%"
"Dec 09, 2016","8,227.60","8,080.07","8,227.60","8,050.92","-","2.26%"
"Dec 08, 2016","8,045.92","7,872.26","8,050.92","7,865.07","-","2.57%"
"Dec 07, 2016","7,844.54","7,820.96","7,891.82","7,787.67","-","0.44%"
"Dec 06, 2016","7,810.54","7,859.51","7,896.33","7,800.59","-","-0.57%"
"Dec 05, 2016","7,855.00","7,753.77","7,871.66","7,744.57","-","1.30%"
"Dec 02, 2016","7,754.15","7,741.46","7,785.08","7,701.65","-","-0.14%"
"Dec 01, 2016","7,764.86","7,836.37","7,859.04","7,745.19","-","-0.29%"
"Nov 30, 2016","7,787.28","7,713.48","7,814.38","7,679.69","-","1.26%"
"Nov 29, 2016","7,690.27","7,665.92","7,701.32","7,655.13","-","0.04%"
"Nov 28, 2016","7,687.15","7,700.75","7,721.44","7,658.84","-","-0.16%"
"Nov 25, 2016","7,699.34","7,730.24","7,745.45","7,683.59","-","-0.46%"
"Nov 24, 2016","7,734.63","7,645.62","7,752.93","7,622.01","-","1.20%"
"Nov 23, 2016","7,643.19","7,578.62","7,645.93","7,564.54","-","1.09%"
"Nov 22, 2016","7,560.66","7,489.04","7,585.35","7,482.71","-","1.17%"
"Nov 21, 2016","7,473.01","7,438.67","7,500.56","7,426.74","-","0.87%"
"Nov 18, 2016","7,408.40","7,349.03","7,418.22","7,338.97","-","0.90%"
"Nov 17, 2016","7,342.33","7,396.44","7,416.11","7,339.79","-","-0.65%"
"Nov 16, 2016","7,390.39","7,423.97","7,445.40","7,369.72","-","0.36%"
"Nov 15, 2016","7,363.94","7,398.39","7,425.00","7,356.58","-","0.04%"
"Nov 14, 2016","7,361.02","7,476.08","7,494.98","7,361.02","-","-1.05%"
"Nov 11, 2016","7,439.17","7,529.00","7,539.87","7,439.17","-","-1.32%"
"Nov 10, 2016","7,538.35","7,503.20","7,644.52","7,499.18","-","1.05%"
"Nov 09, 2016","7,460.16","7,192.11","7,468.34","7,192.11","-","2.17%"
"Nov 08, 2016","7,302.07","7,284.34","7,323.91","7,271.68","-","0.91%"
"Nov 07, 2016","7,236.45","7,401.33","7,401.33","7,236.45","-","-1.58%"
"Nov 03, 2016","7,352.84","7,346.98","7,380.44","7,325.34","-","0.09%"
"Nov 02, 2016","7,346.18","7,406.76","7,406.76","7,331.10","-","-1.17%"
"Nov 01, 2016","7,433.19","7,462.20","7,478.57","7,416.35","-","0.17%"
"Oct 31, 2016","7,420.45","7,458.75","7,458.75","7,407.76","-","-0.71%"
"Oct 28, 2016","7,473.61","7,507.80","7,513.73","7,455.19","-","-0.54%"
"Oct 27, 2016","7,514.44","7,568.14","7,601.42","7,508.95","-","-0.47%"
"Oct 26, 2016","7,549.98","7,589.39","7,606.45","7,532.43","-","-0.64%"
"Oct 25, 2016","7,598.38","7,455.03","7,638.89","7,447.36","-","2.13%"
"Oct 24, 2016","7,440.13","7,487.27","7,502.20","7,420.56","-","-0.22%"
"Oct 21, 2016","7,456.68","7,518.90","7,524.18","7,445.06","-","-0.88%"
"Oct 20, 2016","7,523.21","7,625.94","7,631.76","7,523.21","-","-1.29%"
"Oct 19, 2016","7,621.72","7,633.40","7,642.82","7,608.51","-","-0.03%"
"Oct 18, 2016","7,623.65","7,613.70","7,631.01","7,587.07","-","0.56%"
"Oct 17, 2016","7,581.50","7,605.65","7,615.07","7,573.09","-","-0.22%"
"Oct 14, 2016","7,598.09","7,584.60","7,642.73","7,574.25","-","0.13%"
"Oct 13, 2016","7,588.15","7,622.78","7,636.84","7,571.06","-","-0.71%"
"Oct 12, 2016","7,642.27","7,712.32","7,725.71","7,628.81","-","-0.99%"
"Oct 11, 2016","7,718.46","7,707.05","7,738.14","7,680.84","-","-0.05%"
"Oct 10, 2016","7,721.95","7,643.48","7,722.16","7,621.66","-","1.04%"
"Oct 07, 2016","7,642.38","7,673.32","7,715.71","7,621.14","-","-0.17%"
"Oct 06, 2016","7,655.42","7,650.78","7,665.62","7,617.77","-","-0.15%"
"Oct 05, 2016","7,667.14","7,673.83","7,693.49","7,610.84","-","0.14%"
"Oct 04, 2016","7,656.52","7,794.55","7,805.47","7,656.52","-","-1.91%"
"Oct 03, 2016","7,805.45","7,726.88","7,810.34","7,708.19","-","1.11%"
"Sep 30, 2016","7,720.13","7,718.02","7,740.43","7,655.52","-","-0.73%"
"Sep 29, 2016","7,777.10","7,829.33","7,844.64","7,775.81","-","0.71%"
"Sep 28, 2016","7,721.99","7,737.50","7,801.34","7,713.87","-","-0.05%"
"Sep 27, 2016","7,725.99","7,868.77","7,884.46","7,725.99","-","-1.95%"
"Sep 26, 2016","7,879.70","7,917.30","7,939.25","7,855.62","-","-1.10%"
"Sep 23, 2016","7,967.03","8,034.06","8,034.06","7,927.98","-","-1.09%"
"Sep 22, 2016","8,055.01","7,929.01","8,055.01","7,896.66","-","2.22%"
"Sep 21, 2016","7,880.10","7,880.71","7,925.74","7,859.43","-","0.32%"
"Sep 20, 2016","7,855.22","7,804.24","7,855.22","7,771.91","-","0.29%"
"Sep 19, 2016","7,832.27","7,786.90","7,854.83","7,777.18","-","1.11%"
"Sep 16, 2016","7,746.22","7,803.49","7,841.45","7,725.05","-","-0.68%"
"Sep 15, 2016","7,799.32","7,800.42","7,815.37","7,741.33","-","-0.37%"
"Sep 14, 2016","7,828.57","7,833.45","7,839.56","7,798.56","-","0.07%"
"Sep 13, 2016","7,822.89","7,930.30","7,943.12","7,818.68","-","-1.16%"
"Sep 12, 2016","7,914.96","7,935.40","7,957.60","7,867.13","-","-0.88%"
"Sep 09, 2016","7,985.37","8,031.26","8,038.90","7,981.58","-","-1.03%"
"Sep 08, 2016","8,068.71","8,108.09","8,147.22","8,029.91","-","-0.21%"
"Sep 07, 2016","8,085.37","8,073.07","8,106.07","8,038.94","-","0.48%"
"Sep 06, 2016","8,047.02","7,983.39","8,051.79","7,938.00","-","1.00%"
"Sep 05, 2016","7,967.34","7,939.34","7,995.21","7,929.52","-","0.62%"
"Sep 02, 2016","7,918.41","7,786.05","7,930.80","7,754.94","-","2.01%"
"Sep 01, 2016","7,762.29","7,738.12","7,781.87","7,717.88","-","0.25%"
"Aug 31, 2016","7,742.96","7,825.92","7,845.50","7,710.80","-","-0.89%"
"Aug 30, 2016","7,812.43","7,814.43","7,845.63","7,804.15","-","-0.20%"
"Aug 29, 2016","7,827.82","7,766.83","7,827.82","7,750.05","-","0.17%"
"Aug 26, 2016","7,814.86","7,751.57","7,826.32","7,728.55","-","0.95%"
"Aug 25, 2016","7,740.97","7,678.60","7,758.85","7,658.07","-","0.92%"
"Aug 24, 2016","7,670.75","7,616.87","7,670.75","7,610.37","-","0.35%"
"Aug 23, 2016","7,643.89","7,571.99","7,650.13","7,568.44","-","0.59%"
"Aug 22, 2016","7,599.35","7,517.98","7,610.78","7,490.09","-","0.60%"
"Aug 19, 2016","7,553.66","7,628.87","7,634.53","7,539.10","-","-0.86%"
"Aug 18, 2016","7,619.51","7,657.66","7,674.27","7,605.14","-","-0.34%"
"Aug 17, 2016","7,645.81","7,646.65","7,661.23","7,619.37","-","-0.51%"
"Aug 16, 2016","7,685.13","7,626.44","7,685.13","7,621.08","-","0.61%"
"Aug 15, 2016","7,638.69","7,640.59","7,676.91","7,630.22","-","0.08%"
"Aug 12, 2016","7,632.31","7,610.88","7,662.12","7,600.94","-","0.72%"
"Aug 11, 2016","7,577.94","7,524.78","7,577.94","7,477.15","-","0.67%"
"Aug 10, 2016","7,527.21","7,528.26","7,596.78","7,497.07","-","-0.16%"
"Aug 09, 2016","7,539.60","7,555.20","7,573.99","7,517.10","-","-0.24%"
"Aug 08, 2016","7,558.02","7,517.78","7,561.32","7,488.90","-","0.95%"
"Aug 05, 2016","7,486.92","7,511.03","7,546.59","7,440.67","-","-0.02%"
"Aug 04, 2016","7,488.74","7,426.00","7,499.45","7,420.73","-","1.42%"
"Aug 03, 2016","7,383.63","7,352.22","7,392.49","7,333.65","-","0.40%"
"Aug 02, 2016","7,354.24","7,415.85","7,420.08","7,321.50","-","-1.08%"
"Aug 01, 2016","7,434.68","7,480.55","7,511.31","7,420.07","-","-0.21%"
"Jul 29, 2016","7,450.05","7,471.28","7,471.28","7,394.57","-","-0.36%"
"Jul 28, 2016","7,476.70","7,403.36","7,476.70","7,351.44","-","0.96%"
"Jul 27, 2016","7,405.68","7,386.71","7,424.07","7,353.89","-","0.35%"
"Jul 26, 2016","7,379.50","7,396.16","7,406.22","7,291.91","-","-0.25%"
"Jul 25, 2016","7,398.21","7,409.99","7,439.56","7,356.55","-","0.19%"
"Jul 22, 2016","7,384.31","7,390.33","7,436.63","7,384.31","-","-0.11%"
"Jul 21, 2016","7,392.27","7,385.35","7,414.10","7,338.98","-","0.49%"
"Jul 20, 2016","7,356.48","7,403.39","7,421.23","7,304.10","-","-0.99%"
"Jul 19, 2016","7,430.36","7,449.04","7,507.86","7,378.59","-","-0.65%"
"Jul 18, 2016","7,479.16","7,422.96","7,500.50","7,408.68","-","0.53%"
"Jul 15, 2016","7,439.69","7,458.06","7,489.09","7,387.33","-","-0.43%"
"Jul 14, 2016","7,472.07","7,460.02","7,474.14","7,372.62","-","0.50%"
"Jul 13, 2016","7,435.21","7,465.54","7,488.21","7,420.93","-","-1.05%"
"Jul 12, 2016","7,513.90","7,426.22","7,521.09","7,425.97","-","1.11%"
"Jul 11, 2016","7,431.62","7,296.66","7,440.66","7,296.66","-","2.09%"
"Jul 08, 2016","7,279.62","7,179.05","7,289.54","7,167.41","-","0.84%"
"Jul 07, 2016","7,218.94","7,180.25","7,271.78","7,169.96","-","1.30%"
"Jul 06, 2016","7,126.09","7,175.65","7,189.24","7,078.79","-","-0.68%"
"Jul 05, 2016","7,175.16","7,216.27","7,216.27","7,165.50","-","-0.90%"
"Jul 04, 2016","7,240.65","7,258.33","7,277.32","7,193.29","-","0.16%"
"Jul 01, 2016","7,229.40","7,164.67","7,230.60","7,129.04","-","0.71%"
"Jun 30, 2016","7,178.44","7,224.90","7,267.99","7,163.31","-","-0.78%"
"Jun 29, 2016","7,235.09","7,106.22","7,235.09","7,087.32","-","2.18%"
"Jun 28, 2016","7,080.71","7,084.81","7,093.44","6,995.05","-","0.97%"
"Jun 27, 2016","7,012.85","7,216.11","7,241.55","7,011.79","-","-2.65%"
"Jun 24, 2016","7,204.06","7,146.21","7,265.91","7,090.57","-","-2.68%"
"Jun 23, 2016","7,402.46","7,308.51","7,404.71","7,289.04","-","1.03%"
"Jun 22, 2016","7,327.08","7,384.76","7,408.41","7,296.15","-","-0.41%"
