"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 18, 2013","5,118.53","5,070.72","5,118.53","5,055.16","-","1.02%"
"Nov 15, 2013","5,066.72","5,038.41","5,075.55","5,036.79","-","0.70%"
"Nov 14, 2013","5,031.39","4,973.93","5,042.49","4,992.27","-","1.40%"
"Nov 13, 2013","4,962.11","5,055.14","5,059.99","4,952.01","-","-1.94%"
"Nov 12, 2013","5,060.17","4,978.89","5,062.93","4,978.18","-","1.68%"
"Nov 11, 2013","4,976.67","4,954.70","5,004.18","4,957.70","-","0.60%"
"Nov 08, 2013","4,947.09","4,964.93","4,966.95","4,911.35","-","-0.41%"
"Nov 07, 2013","4,967.43","4,944.10","4,999.86","4,931.89","-","0.42%"
"Nov 06, 2013","4,946.67","4,926.83","4,996.57","4,913.95","-","0.51%"
"Nov 05, 2013","4,921.80","4,939.28","5,011.49","4,920.61","-","-0.36%"
"Nov 01, 2013","4,939.39","4,877.26","4,945.15","4,875.20","-","1.27%"
"Oct 31, 2013","4,877.49","4,906.15","4,906.43","4,852.96","-","-0.71%"
"Oct 30, 2013","4,912.47","4,902.90","4,946.34","4,896.95","-","0.27%"
"Oct 29, 2013","4,899.04","4,880.86","4,934.04","4,866.26","-","0.35%"
"Oct 28, 2013","4,881.92","4,877.31","4,907.44","4,852.21","-","0.09%"
"Oct 25, 2013","4,877.31","4,880.91","4,906.02","4,842.61","-","-0.12%"
"Oct 24, 2013","4,883.01","4,893.96","4,922.61","4,844.02","-","-0.17%"
"Oct 23, 2013","4,891.39","4,960.80","4,947.20","4,863.35","-","-1.42%"
"Oct 22, 2013","4,961.82","4,961.51","4,985.76","4,941.71","-","-0.03%"
"Oct 21, 2013","4,963.26","4,960.11","4,977.72","4,932.63","-","0.07%"
"Oct 18, 2013","4,959.85","4,924.64","4,993.15","4,919.28","-","0.85%"
"Oct 17, 2013","4,917.85","4,994.77","5,000.38","4,894.28","-","-1.51%"
"Oct 16, 2013","4,993.02","4,996.97","5,004.54","4,969.77","-","-0.20%"
"Oct 15, 2013","5,002.82","4,940.15","5,010.12","4,951.12","-","1.50%"
"Oct 14, 2013","4,928.80","4,906.65","4,930.20","4,866.00","-","0.38%"
"Oct 11, 2013","4,910.15","4,903.31","4,929.68","4,892.45","-","0.27%"
"Oct 10, 2013","4,896.75","4,848.14","4,917.70","4,849.35","-","1.00%"
"Oct 09, 2013","4,848.14","4,839.52","4,865.59","4,822.20","-","0.10%"
"Oct 08, 2013","4,843.27","4,813.04","4,857.58","4,804.23","-","0.63%"
"Oct 07, 2013","4,813.04","4,813.55","4,830.59","4,788.65","-","-0.18%"
"Oct 04, 2013","4,821.62","4,742.77","4,826.38","4,724.50","-","1.43%"
"Oct 03, 2013","4,753.76","4,738.31","4,792.19","4,728.87","-","0.43%"
"Oct 02, 2013","4,733.63","4,761.77","4,766.25","4,721.43","-","-0.63%"
"Oct 01, 2013","4,763.76","4,692.81","4,769.84","4,693.19","-","1.50%"
"Sep 30, 2013","4,693.51","4,676.02","4,705.15","4,666.35","-","0.17%"
"Sep 27, 2013","4,685.61","4,724.19","4,741.21","4,682.52","-","-0.81%"
"Sep 26, 2013","4,723.94","4,727.74","4,768.15","4,704.43","-","-0.05%"
"Sep 25, 2013","4,726.45","4,717.18","4,750.19","4,681.48","-","0.17%"
"Sep 24, 2013","4,718.35","4,709.98","4,742.36","4,682.23","-","0.17%"
"Sep 23, 2013","4,710.21","4,735.10","4,744.63","4,667.65","-","-0.58%"
"Sep 20, 2013","4,737.79","4,756.67","4,776.95","4,728.55","-","-0.46%"
"Sep 19, 2013","4,759.66","4,715.44","4,816.08","4,746.81","-","1.62%"
"Sep 18, 2013","4,683.73","4,718.12","4,744.41","4,682.18","-","-0.74%"
"Sep 17, 2013","4,718.59","4,718.59","4,719.21","4,685.35","-","-0.06%"
"Sep 16, 2013","4,721.33","4,635.89","4,721.33","4,647.09","-","2.05%"
"Sep 13, 2013","4,626.35","4,670.56","4,682.12","4,604.84","-","-1.08%"
"Sep 12, 2013","4,676.72","4,659.17","4,683.17","4,617.36","-","0.38%"
"Sep 11, 2013","4,659.06","4,687.17","4,725.20","4,639.79","-","-0.59%"
"Sep 10, 2013","4,686.92","4,641.69","4,714.51","4,640.37","-","0.98%"
"Sep 09, 2013","4,641.43","4,584.19","4,659.27","4,578.20","-","1.41%"
"Sep 06, 2013","4,577.03","4,585.68","4,690.30","4,575.06","-","-0.20%"
"Sep 05, 2013","4,586.19","4,507.51","4,593.26","4,508.08","-","1.86%"
"Sep 04, 2013","4,502.59","4,473.89","4,506.47","4,456.62","-","0.59%"
"Sep 03, 2013","4,476.04","4,460.40","4,519.80","4,464.62","-","0.36%"
"Sep 02, 2013","4,460.15","4,451.06","4,489.36","4,454.42","-","0.22%"
"Aug 30, 2013","4,450.57","4,478.65","4,489.08","4,432.71","-","-0.62%"
"Aug 29, 2013","4,478.41","4,453.32","4,497.81","4,443.70","-","0.64%"
"Aug 28, 2013","4,450.03","4,462.75","4,463.45","4,415.62","-","-0.36%"
"Aug 27, 2013","4,466.24","4,466.13","4,476.81","4,439.06","-","-0.15%"
"Aug 26, 2013","4,473.10","4,497.72","4,522.07","4,458.23","-","-0.42%"
"Aug 23, 2013","4,491.99","4,504.23","4,507.84","4,470.20","-","-0.22%"
"Aug 22, 2013","4,501.87","4,442.96","4,503.18","4,408.18","-","1.32%"
"Aug 21, 2013","4,443.36","4,477.82","4,527.88","4,430.92","-","-0.75%"
"Aug 20, 2013","4,476.79","4,497.75","4,499.70","4,438.08","-","-0.48%"
"Aug 19, 2013","4,498.31","4,505.52","4,508.01","4,464.46","-","-0.16%"
"Aug 16, 2013","4,505.74","4,555.17","4,558.77","4,496.98","-","-1.01%"
"Aug 15, 2013","4,551.58","4,629.35","4,636.86","4,532.14","-","-1.70%"
"Aug 14, 2013","4,630.06","4,622.77","4,664.34","4,608.67","-","0.16%"
"Aug 13, 2013","4,622.68","4,557.97","4,658.54","4,572.18","-","1.42%"
"Aug 12, 2013","4,557.97","4,522.59","4,557.97","4,512.00","-","0.78%"
"Aug 09, 2013","4,522.64","4,491.16","4,529.80","4,483.40","-","0.81%"
"Aug 08, 2013","4,486.34","4,502.16","4,533.83","4,453.77","-","-0.34%"
"Aug 07, 2013","4,501.63","4,510.79","4,534.60","4,464.61","-","-0.20%"
"Aug 06, 2013","4,510.79","4,586.26","4,592.26","4,497.49","-","-1.74%"
"Aug 05, 2013","4,590.47","4,592.59","4,619.60","4,567.45","-","-0.07%"
"Aug 02, 2013","4,593.51","4,618.43","4,664.51","4,534.75","-","-0.42%"
"Aug 01, 2013","4,612.89","4,512.98","4,612.91","4,521.20","-","2.37%"
"Jul 31, 2013","4,505.90","4,445.05","4,513.10","4,420.75","-","1.38%"
"Jul 30, 2013","4,444.54","4,441.14","4,472.39","4,423.03","-","0.08%"
"Jul 29, 2013","4,440.90","4,431.81","4,448.63","4,403.80","-","0.19%"
"Jul 26, 2013","4,432.33","4,429.27","4,447.07","4,417.64","-","0.20%"
"Jul 25, 2013","4,423.32","4,417.40","4,440.40","4,408.35","-","0.07%"
"Jul 24, 2013","4,420.06","4,406.30","4,439.80","4,387.63","-","0.32%"
"Jul 23, 2013","4,406.06","4,450.14","4,461.46","4,404.45","-","-0.85%"
"Jul 22, 2013","4,443.67","4,435.06","4,448.12","4,398.67","-","0.20%"
"Jul 19, 2013","4,434.96","4,404.96","4,468.70","4,379.67","-","0.61%"
"Jul 18, 2013","4,407.93","4,490.73","4,518.06","4,401.54","-","-1.88%"
"Jul 17, 2013","4,492.27","4,464.58","4,501.23","4,421.90","-","0.59%"
"Jul 16, 2013","4,465.92","4,472.67","4,498.59","4,431.11","-","-0.15%"
"Jul 15, 2013","4,472.64","4,457.96","4,508.12","4,429.99","-","0.33%"
"Jul 12, 2013","4,457.96","4,416.96","4,457.96","4,394.53","-","0.91%"
"Jul 11, 2013","4,417.57","4,334.18","4,417.57","4,349.14","-","2.15%"
"Jul 10, 2013","4,324.75","4,375.34","4,382.54","4,316.41","-","-1.10%"
"Jul 09, 2013","4,372.96","4,403.69","4,425.00","4,357.13","-","-0.58%"
"Jul 08, 2013","4,398.67","4,389.82","4,403.93","4,373.96","-","0.16%"
"Jul 05, 2013","4,391.73","4,400.62","4,429.88","4,382.30","-","-0.20%"
"Jul 04, 2013","4,400.58","4,380.58","4,417.43","4,368.82","-","0.57%"
"Jul 03, 2013","4,375.76","4,374.02","4,384.58","4,340.06","-","-0.14%"
"Jul 02, 2013","4,381.92","4,389.40","4,394.19","4,353.14","-","-0.21%"
"Jul 01, 2013","4,391.35","4,361.05","4,411.87","4,350.73","-","0.73%"
"Jun 28, 2013","4,359.41","4,388.91","4,445.78","4,336.52","-","-0.52%"
"Jun 27, 2013","4,382.24","4,409.48","4,432.43","4,355.97","-","-0.61%"
"Jun 26, 2013","4,409.18","4,274.90","4,412.84","4,281.96","-","3.25%"
"Jun 25, 2013","4,270.59","4,234.87","4,342.64","4,237.15","-","0.85%"
"Jun 24, 2013","4,234.56","4,259.48","4,281.51","4,223.63","-","-0.61%"
"Jun 21, 2013","4,260.72","4,199.43","4,313.65","4,188.64","-","1.30%"
"Jun 20, 2013","4,205.87","4,360.59","4,333.34","4,205.87","-","-3.93%"
"Jun 19, 2013","4,378.03","4,408.02","4,419.07","4,356.51","-","-0.72%"
"Jun 18, 2013","4,409.76","4,329.71","4,420.59","4,310.81","-","1.78%"
"Jun 17, 2013","4,332.58","4,278.21","4,373.25","4,241.29","-","1.36%"
"Jun 14, 2013","4,274.38","4,233.91","4,278.19","4,191.85","-","1.20%"
"Jun 13, 2013","4,223.52","4,303.91","4,281.86","4,204.93","-","-2.16%"
"Jun 11, 2013","4,316.63","4,398.84","4,407.62","4,300.69","-","-1.94%"
"Jun 10, 2013","4,402.04","4,434.15","4,470.55","4,385.66","-","-0.58%"
"Jun 07, 2013","4,427.76","4,366.08","4,434.61","4,355.63","-","1.62%"
"Jun 06, 2013","4,357.14","4,354.72","4,422.90","4,343.83","-","-0.01%"
"Jun 05, 2013","4,357.38","4,390.95","4,396.17","4,352.51","-","-0.90%"
"Jun 04, 2013","4,397.12","4,366.57","4,433.41","4,376.05","-","0.95%"
"Jun 03, 2013","4,355.60","4,339.97","4,403.38","4,318.98","-","0.05%"
"May 31, 2013","4,353.39","4,366.55","4,384.02","4,328.38","-","-0.20%"
"May 30, 2013","4,361.97","4,373.58","4,379.91","4,325.70","-","-0.25%"
"May 29, 2013","4,372.72","4,451.61","4,444.47","4,367.07","-","-1.93%"
"May 28, 2013","4,458.64","4,411.60","4,478.29","4,383.51","-","1.15%"
"May 27, 2013","4,408.08","4,397.83","4,430.42","4,389.47","-","0.32%"
"May 24, 2013","4,393.99","4,480.94","4,496.94","4,393.78","-","-1.84%"
"May 23, 2013","4,476.15","4,594.20","4,568.93","4,447.39","-","-2.99%"
"May 22, 2013","4,614.34","4,454.14","4,627.61","4,453.49","-","3.59%"
"May 21, 2013","4,454.25","4,356.67","4,465.49","4,227.96","-","2.21%"
"May 20, 2013","4,357.73","4,292.87","4,363.99","4,285.55","-","1.56%"
"May 17, 2013","4,290.94","4,238.99","4,295.00","4,220.66","-","1.23%"
"May 16, 2013","4,238.99","4,286.09","4,295.77","4,234.73","-","-1.10%"
"May 15, 2013","4,286.09","4,295.76","4,326.95","4,262.44","-","-0.23%"
"May 14, 2013","4,295.76","4,357.06","4,350.24","4,286.65","-","-1.41%"
"May 13, 2013","4,357.06","4,389.10","4,417.01","4,345.50","-","-0.73%"
"May 10, 2013","4,389.10","4,444.33","4,466.97","4,387.64","-","-1.24%"
"May 08, 2013","4,444.33","4,403.03","4,446.16","4,350.56","-","0.91%"
"May 07, 2013","4,404.20","4,339.61","4,445.11","4,323.59","-","1.49%"
"May 06, 2013","4,339.62","4,281.71","4,363.66","4,285.80","-","1.35%"
"May 03, 2013","4,281.71","4,222.32","4,281.71","4,227.16","-","1.41%"
"May 02, 2013","4,222.32","4,254.97","4,277.04","4,212.75","-","-0.77%"
"Apr 30, 2013","4,255.08","4,164.49","4,262.49","4,159.48","-","2.18%"
"Apr 29, 2013","4,164.49","4,129.45","4,181.99","4,098.89","-","0.85%"
"Apr 26, 2013","4,129.45","4,082.97","4,149.64","4,045.32","-","1.14%"
"Apr 25, 2013","4,083.08","4,098.76","4,121.08","4,063.78","-","-0.38%"
"Apr 24, 2013","4,098.76","4,110.99","4,187.49","4,091.11","-","-0.28%"
"Apr 23, 2013","4,110.35","4,062.07","4,117.23","4,050.26","-","1.19%"
"Apr 22, 2013","4,062.07","4,041.35","4,107.17","4,041.35","-","0.51%"
"Apr 19, 2013","4,041.35","4,002.99","4,052.30","4,005.02","-","0.96%"
"Apr 18, 2013","4,002.88","4,004.28","4,050.66","3,994.26","-","-0.03%"
"Apr 17, 2013","4,004.28","4,075.56","4,091.13","3,994.02","-","-1.76%"
"Apr 16, 2013","4,076.09","4,106.45","4,141.11","4,064.14","-","-0.74%"
"Apr 15, 2013","4,106.45","4,185.69","4,173.28","4,092.15","-","-1.89%"
"Apr 12, 2013","4,185.69","4,260.87","4,230.42","4,166.89","-","-1.76%"
"Apr 11, 2013","4,260.87","4,320.27","4,325.57","4,260.79","-","-1.36%"
"Apr 10, 2013","4,319.74","4,333.26","4,354.60","4,297.61","-","-0.31%"
"Apr 09, 2013","4,333.26","4,283.78","4,340.16","4,287.06","-","1.16%"
"Apr 08, 2013","4,283.78","4,291.43","4,323.87","4,280.94","-","-0.18%"
"Apr 05, 2013","4,291.43","4,329.65","4,343.98","4,252.56","-","-0.88%"
"Apr 04, 2013","4,329.44","4,339.50","4,365.67","4,298.95","-","-0.23%"
"Apr 03, 2013","4,339.61","4,362.77","4,362.88","4,332.36","-","-0.53%"
"Apr 02, 2013","4,362.77","4,383.36","4,392.57","4,345.05","-","-0.47%"
"Apr 01, 2013","4,383.36","4,405.25","4,414.53","4,355.15","-","-0.50%"
"Mar 29, 2013","4,405.36","4,364.23","4,416.58","4,359.49","-","0.94%"
"Mar 28, 2013","4,364.12","4,361.05","4,384.98","4,304.00","-","0.07%"
"Mar 27, 2013","4,361.16","4,397.97","4,421.91","4,347.29","-","-0.83%"
"Mar 26, 2013","4,397.65","4,464.10","4,474.11","4,383.14","-","-1.49%"
"Mar 25, 2013","4,464.11","4,495.05","4,541.40","4,463.62","-","-0.69%"
"Mar 22, 2013","4,495.05","4,551.60","4,543.23","4,495.05","-","-1.24%"
"Mar 21, 2013","4,551.60","4,576.33","4,588.32","4,545.42","-","-0.54%"
"Mar 20, 2013","4,576.44","4,512.22","4,583.28","4,498.48","-","1.43%"
"Mar 19, 2013","4,512.11","4,548.96","4,578.11","4,498.96","-","-0.81%"
"Mar 18, 2013","4,548.96","4,723.31","4,723.31","4,535.18","-","-3.69%"
"Mar 15, 2013","4,723.10","4,809.19","4,831.88","4,640.68","-","-1.79%"
"Mar 14, 2013","4,809.19","4,805.20","4,816.16","4,779.74","-","0.08%"
"Mar 13, 2013","4,805.20","4,830.64","4,836.26","4,805.11","-","-0.53%"
"Mar 12, 2013","4,830.87","4,865.81","4,871.30","4,826.54","-","-0.72%"
"Mar 11, 2013","4,865.81","4,843.95","4,894.69","4,858.54","-","0.45%"
"Mar 07, 2013","4,843.95","4,842.91","4,859.34","4,832.28","-","0.02%"
"Mar 06, 2013","4,842.91","4,845.95","4,862.33","4,838.16","-","-0.06%"
"Mar 05, 2013","4,845.94","4,808.88","4,850.95","4,816.78","-","0.80%"
"Mar 04, 2013","4,807.64","4,849.40","4,858.49","4,799.25","-","-0.86%"
"Mar 01, 2013","4,849.40","4,841.13","4,925.50","4,803.71","-","0.16%"
"Feb 28, 2013","4,841.47","4,807.99","4,861.14","4,828.03","-","0.70%"
"Feb 27, 2013","4,807.88","4,818.74","4,830.63","4,792.97","-","-0.23%"
"Feb 26, 2013","4,818.74","4,872.01","4,850.13","4,802.19","-","-1.10%"
"Feb 25, 2013","4,872.12","4,860.97","4,877.60","4,831.73","-","0.24%"
"Feb 22, 2013","4,860.55","4,853.74","4,874.58","4,844.54","-","0.14%"
"Feb 21, 2013","4,853.74","4,947.63","4,917.93","4,844.11","-","-1.90%"
"Feb 20, 2013","4,947.74","4,965.56","4,985.40","4,936.96","-","-0.36%"
"Feb 19, 2013","4,965.55","4,920.98","4,965.73","4,916.52","-","0.91%"
"Feb 18, 2013","4,920.98","4,906.92","4,931.55","4,882.47","-","0.29%"
"Feb 15, 2013","4,906.92","4,963.36","4,973.82","4,893.75","-","-1.14%"
"Feb 14, 2013","4,963.36","4,956.71","5,045.57","4,951.95","-","0.13%"
"Feb 13, 2013","4,956.71","4,896.20","4,959.71","4,903.11","-","1.28%"
"Feb 12, 2013","4,894.06","4,879.25","4,913.62","4,869.07","-","0.30%"
"Feb 11, 2013","4,879.46","4,896.89","4,937.32","4,879.46","-","-0.36%"
"Feb 08, 2013","4,896.87","4,885.65","4,914.64","4,858.46","-","0.23%"
"Feb 07, 2013","4,885.65","4,915.97","4,922.21","4,872.67","-","-0.62%"
"Feb 06, 2013","4,915.97","4,933.40","4,990.78","4,909.10","-","-0.35%"
"Feb 05, 2013","4,933.39","4,929.49","4,939.68","4,907.51","-","0.07%"
"Feb 04, 2013","4,930.17","4,958.49","4,991.81","4,925.84","-","-0.57%"
"Feb 01, 2013","4,958.49","4,961.92","5,011.59","4,956.50","-","-0.08%"
"Jan 31, 2013","4,962.48","4,959.64","4,962.48","4,916.88","-","0.06%"
"Jan 30, 2013","4,959.64","5,026.20","5,047.60","4,932.79","-","-1.32%"
"Jan 29, 2013","5,026.20","5,045.96","5,065.88","5,010.30","-","-0.39%"
"Jan 28, 2013","5,045.73","5,002.43","5,051.77","5,002.43","-","0.88%"
"Jan 25, 2013","5,001.87","4,985.68","5,017.33","4,968.98","-","0.32%"
"Jan 24, 2013","4,985.69","4,991.77","4,996.36","4,931.88","-","-0.12%"
"Jan 23, 2013","4,991.77","4,945.85","4,998.78","4,939.21","-","1.04%"
"Jan 22, 2013","4,940.55","4,956.78","4,960.38","4,898.15","-","-0.32%"
"Jan 21, 2013","4,956.55","4,928.70","4,961.93","4,915.03","-","0.56%"
"Jan 18, 2013","4,928.80","4,888.45","4,942.02","4,893.35","-","0.83%"
"Jan 17, 2013","4,888.22","4,888.89","4,911.48","4,882.54","-","-0.01%"
"Jan 16, 2013","4,888.89","4,869.24","4,906.92","4,869.39","-","0.40%"
"Jan 15, 2013","4,869.25","4,918.82","4,940.50","4,856.27","-","-1.01%"
"Jan 14, 2013","4,919.05","4,859.97","4,928.32","4,860.94","-","1.22%"
"Jan 11, 2013","4,859.74","4,765.56","4,877.56","4,772.22","-","1.98%"
"Jan 10, 2013","4,765.45","4,762.59","4,771.89","4,745.05","-","0.06%"
"Jan 09, 2013","4,762.59","4,730.39","4,766.92","4,713.76","-","0.68%"
"Jan 08, 2013","4,730.39","4,601.93","4,737.92","4,605.63","-","2.80%"
"Dec 28, 2012","4,601.57","4,617.68","4,632.01","4,578.70","-","-0.35%"
"Dec 27, 2012","4,617.69","4,568.11","4,638.26","4,566.69","-","1.09%"
"Dec 26, 2012","4,568.11","4,502.48","4,582.34","4,496.35","-","1.46%"
"Dec 25, 2012","4,502.48","4,454.04","4,531.62","4,447.45","-","1.09%"
"Dec 24, 2012","4,454.04","4,478.08","4,480.71","4,452.93","-","-0.54%"
"Dec 21, 2012","4,478.08","4,517.04","4,501.15","4,474.24","-","-0.86%"
"Dec 20, 2012","4,517.04","4,549.20","4,547.88","4,500.10","-","-0.71%"
"Dec 19, 2012","4,549.20","4,560.32","4,598.42","4,538.23","-","-0.24%"
"Dec 18, 2012","4,560.31","4,535.03","4,589.99","4,527.39","-","0.56%"
"Dec 17, 2012","4,534.86","4,531.03","4,538.55","4,509.77","-","0.08%"
"Dec 14, 2012","4,531.03","4,507.79","4,533.85","4,501.58","-","0.52%"
"Dec 13, 2012","4,507.56","4,489.13","4,512.10","4,473.65","-","0.41%"
"Dec 12, 2012","4,489.13","4,475.07","4,509.10","4,466.73","-","0.33%"
"Dec 11, 2012","4,474.24","4,465.26","4,481.70","4,455.03","-","0.20%"
"Dec 10, 2012","4,465.26","4,466.42","4,486.90","4,448.73","-","-0.03%"
"Dec 07, 2012","4,466.39","4,486.74","4,492.33","4,441.36","-","-0.45%"
"Dec 06, 2012","4,486.50","4,490.34","4,541.35","4,469.12","-","-0.09%"
"Dec 05, 2012","4,490.58","4,408.71","4,544.60","4,415.44","-","1.86%"
"Dec 04, 2012","4,408.71","4,455.42","4,448.14","4,400.58","-","-1.06%"
"Dec 03, 2012","4,456.01","4,427.65","4,460.91","4,420.56","-","0.64%"
"Nov 30, 2012","4,427.65","4,353.54","4,435.00","4,332.46","-","1.70%"
"Nov 29, 2012","4,353.54","4,320.75","4,399.72","4,347.00","-","0.76%"
"Nov 28, 2012","4,320.63","4,347.19","4,338.05","4,314.12","-","-0.61%"
"Nov 27, 2012","4,347.31","4,397.18","4,415.29","4,334.41","-","-1.13%"
"Nov 26, 2012","4,397.18","4,418.49","4,435.93","4,390.82","-","-0.48%"
"Nov 23, 2012","4,418.49","4,383.42","4,428.38","4,380.94","-","0.80%"
"Nov 22, 2012","4,383.42","4,364.81","4,388.25","4,362.92","-","0.43%"
"Nov 21, 2012","4,364.81","4,366.86","4,374.56","4,327.44","-","-0.05%"
"Nov 20, 2012","4,366.86","4,367.84","4,373.46","4,350.85","-","-0.02%"
"Nov 19, 2012","4,367.60","4,417.09","4,494.71","4,367.60","-","-1.12%"
"Nov 16, 2012","4,417.09","4,417.04","4,422.46","4,374.78","-","-0.00%"
"Nov 15, 2012","4,417.16","4,356.87","4,423.86","4,325.41","-","1.38%"
"Nov 14, 2012","4,356.99","4,354.16","4,424.07","4,329.96","-","0.09%"
"Nov 13, 2012","4,352.98","4,477.75","4,484.91","4,344.58","-","-2.79%"
"Nov 12, 2012","4,477.98","4,474.66","4,494.37","4,460.64","-","0.07%"
"Nov 09, 2012","4,474.66","4,516.51","4,532.94","4,425.19","-","-0.98%"
"Nov 08, 2012","4,518.77","4,601.84","4,602.27","4,494.51","-","-1.85%"
"Nov 07, 2012","4,603.97","4,648.71","4,694.98","4,601.74","-","-0.96%"
"Nov 06, 2012","4,648.71","4,661.57","4,664.88","4,581.14","-","-0.28%"
"Nov 02, 2012","4,661.69","4,652.77","4,673.08","4,441.13","-","0.20%"
"Nov 01, 2012","4,652.53","4,651.94","4,672.73","4,603.43","-","0.01%"
"Oct 31, 2012","4,651.97","4,671.45","4,708.32","4,640.21","-","-0.41%"
"Oct 30, 2012","4,671.33","4,679.73","4,725.81","4,666.88","-","-0.19%"
"Oct 29, 2012","4,680.44","4,719.89","4,728.54","4,663.24","-","-0.84%"
"Oct 26, 2012","4,719.89","4,757.45","4,757.45","4,687.06","-","-0.79%"
"Oct 25, 2012","4,757.57","4,756.53","4,776.84","4,735.90","-","0.02%"
"Oct 24, 2012","4,756.53","4,762.06","4,777.44","4,723.67","-","-0.11%"
"Oct 23, 2012","4,761.98","4,807.12","4,812.10","4,747.50","-","-0.95%"
"Oct 22, 2012","4,807.71","4,785.77","4,814.07","4,763.96","-","0.44%"
"Oct 19, 2012","4,786.48","4,840.96","4,840.73","4,782.60","-","-1.13%"
"Oct 18, 2012","4,840.96","4,855.31","4,908.86","4,836.40","-","-0.29%"
"Oct 17, 2012","4,855.19","4,804.02","4,881.29","4,797.60","-","1.07%"
"Oct 16, 2012","4,803.90","4,766.20","4,804.15","4,742.65","-","0.80%"
"Oct 15, 2012","4,765.75","4,768.17","4,798.61","4,757.70","-","-0.05%"
"Oct 12, 2012","4,768.17","4,833.95","4,831.78","4,761.40","-","-1.36%"
"Oct 11, 2012","4,833.95","4,797.73","4,852.89","4,764.42","-","0.75%"
"Oct 10, 2012","4,797.85","4,815.65","4,815.02","4,779.13","-","-0.38%"
"Oct 09, 2012","4,816.00","4,839.23","4,872.20","4,810.85","-","-0.48%"
"Oct 08, 2012","4,839.23","4,875.54","4,860.08","4,821.97","-","-0.74%"
"Oct 05, 2012","4,875.54","4,786.25","4,902.75","4,803.13","-","1.87%"
"Oct 04, 2012","4,786.13","4,822.70","4,864.24","4,767.81","-","-0.76%"
"Oct 03, 2012","4,822.67","4,824.05","4,841.63","4,788.97","-","-0.03%"
"Oct 02, 2012","4,824.28","4,847.71","4,846.24","4,790.56","-","-0.48%"
"Oct 01, 2012","4,847.71","4,772.66","4,854.60","4,755.95","-","1.50%"
"Sep 28, 2012","4,776.05","4,737.04","4,816.05","4,723.51","-","0.86%"
"Sep 27, 2012","4,735.23","4,745.18","4,774.25","4,679.38","-","-0.21%"
"Sep 26, 2012","4,745.18","4,871.63","4,847.15","4,736.31","-","-2.60%"
"Sep 25, 2012","4,871.98","4,878.93","4,920.93","4,855.40","-","-0.14%"
"Sep 24, 2012","4,878.93","4,904.95","4,898.73","4,844.03","-","-0.54%"
"Sep 21, 2012","4,905.30","4,901.78","4,941.21","4,876.56","-","0.07%"
"Sep 20, 2012","4,901.66","4,975.37","4,954.45","4,872.51","-","-1.48%"
"Sep 19, 2012","4,975.37","5,051.00","5,080.04","4,948.90","-","-1.50%"
"Sep 18, 2012","5,051.00","5,113.25","5,109.16","5,040.18","-","-1.22%"
"Sep 17, 2012","5,113.37","5,135.68","5,149.44","5,079.34","-","-0.44%"
"Sep 14, 2012","5,135.81","4,932.72","5,138.73","4,932.72","-","4.16%"
"Sep 13, 2012","4,930.63","4,955.60","4,960.33","4,917.76","-","-0.51%"
"Sep 12, 2012","4,955.85","4,987.52","5,003.99","4,955.76","-","-0.63%"
"Sep 11, 2012","4,987.52","4,966.45","4,990.20","4,941.52","-","0.42%"
"Sep 10, 2012","4,966.45","4,922.88","4,969.66","4,912.38","-","0.89%"
"Sep 07, 2012","4,922.88","4,900.17","4,979.27","4,902.10","-","0.46%"
"Sep 06, 2012","4,900.17","4,831.36","4,904.63","4,831.36","-","1.42%"
"Sep 05, 2012","4,831.36","4,841.52","4,846.48","4,822.32","-","-0.21%"
"Sep 04, 2012","4,841.65","4,873.88","4,884.16","4,840.45","-","-0.66%"
"Sep 03, 2012","4,873.88","4,842.71","4,889.99","4,842.71","-","0.64%"
"Aug 31, 2012","4,842.71","4,830.48","4,886.53","4,822.96","-","0.25%"
"Aug 30, 2012","4,830.48","4,905.40","4,915.46","4,828.73","-","-1.53%"
"Aug 29, 2012","4,905.40","4,967.94","4,990.04","4,903.39","-","-1.26%"
"Aug 28, 2012","4,967.94","4,876.26","4,968.97","4,868.04","-","1.88%"
"Aug 27, 2012","4,876.39","4,902.66","4,918.97","4,870.65","-","-0.54%"
"Aug 24, 2012","4,902.66","4,908.39","4,920.72","4,872.61","-","-0.12%"
"Aug 23, 2012","4,908.39","4,873.08","4,945.33","4,894.42","-","0.73%"
"Aug 22, 2012","4,872.95","4,901.81","4,909.26","4,856.82","-","-0.59%"
"Aug 21, 2012","4,901.81","4,858.07","4,919.79","4,870.57","-","0.90%"
"Aug 20, 2012","4,858.07","4,850.47","4,895.50","4,842.22","-","0.16%"
"Aug 17, 2012","4,850.47","4,877.89","4,895.01","4,835.93","-","-0.56%"
"Aug 16, 2012","4,877.77","4,894.13","4,922.65","4,848.16","-","-0.33%"
"Aug 15, 2012","4,894.13","4,947.10","4,947.10","4,839.29","-","-1.11%"
"Aug 14, 2012","4,948.86","4,943.73","4,983.52","4,938.31","-","0.10%"
"Aug 13, 2012","4,943.73","4,916.09","4,988.91","4,915.15","-","0.56%"
"Aug 10, 2012","4,916.09","4,944.32","4,936.13","4,874.59","-","-0.57%"
"Aug 09, 2012","4,944.45","4,931.87","4,961.41","4,903.01","-","0.26%"
"Aug 08, 2012","4,931.74","4,949.34","4,949.34","4,913.97","-","-0.35%"
